images,price,tags,title,url,ram,series,computer memory type,item model number,customer reviews,best sellers rank,wireless type,graphics coprocessor,hard drive,item dimensions  lxwxh,item weight,number of processors,operating system,processor,chipset brand,color,hard drive interface,max screen resolution,screen resolution,number of usb 3.0 ports,standing screen display size,brand,processor brand,product dimensions,,
"['https://m.media-amazon.com/images/I/91sLfUGTYGL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/91sLfUGTYGL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/91sLfUGTYGL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/91sLfUGTYGL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/91sLfUGTYGL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/91sLfUGTYGL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/91sLfUGTYGL._AC_SY355_.jpg']",$279.00 ,['content creation'],"HP Stream 14"" HD BrightView Laptop, Intel Celeron N4120, 8GB RAM, 288GB Storage (128GB eMMC + 160GB SSD Docking Station Set), Intel UHD Graphics, HD Webcam, 1 Year Office 365, WiFi, Win 11 S, Silver",https://www.amazon.com/HP-Stream-BrightView-Celeron-Graphics/dp/B0DSDFLWDZ/ref=sr_1_47,8 GB DDR4,HP Stream,DDR4 SDRAM,HP Stream,"4.0  4.0 out of 5 stars    
    413 ratings   


 4.0 out of 5 stars","#299,097 in Computers & Accessories (See Top 100 in Computers & Accessories)  #76,627 in Traditional Laptop Computers",801.11ac,Intel UHD Graphics,128 GB Emmc,12.76 x 8.86 x 0.71 inches,3.24 pounds,4,Windows 11 S,1.1 GHz celeron_n,,Silver,Solid State,1366 x 768 Pixels,1366 x 768 pixels,,14 Inches,HP,Intel,12.76 x 8.86 x 0.71 inches,,
"['https://m.media-amazon.com/images/I/81r-Jbezz5L._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/81r-Jbezz5L._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/81r-Jbezz5L._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/81r-Jbezz5L._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/81r-Jbezz5L._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/81r-Jbezz5L._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/81r-Jbezz5L._AC_SX679_.jpg']",$399.00 ,['content creation'],"HP Stream 14"" HD Laptop, Intel Processor N150, 16GB RAM, 288GB Storage(128GB UFS+160GB Docking Station Set), Intel Graphics, Webcam, Wi-Fi 6, 1 Year Office 365, Copilot, Fast Charge, Win 11, Silver",https://www.amazon.com/HP-Stream-Processor-Storage-Graphics/dp/B0F8VSGJRH/ref=sr_1_39,16 GB DDR4,HP Stream,DDR4 SDRAM,HP Stream,"4.2  4.2 out of 5 stars    
    460 ratings   


 4.2 out of 5 stars",,802.11ax,Intel Graphics,128 GB Emmc,12.76 x 8.86 x 0.71 inches,3.24 pounds,4,Windows 11 S,3.6 GHz others,,Silver,Solid State,1366 x 768 Pixels,,,14 Inches,HP,Intel,12.76 x 8.86 x 0.71 inches,,
"['https://m.media-amazon.com/images/I/81OU+TtizpL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/81OU+TtizpL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/81OU+TtizpL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/81OU+TtizpL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/81OU+TtizpL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/81OU+TtizpL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/81OU+TtizpL._AC_SX569_.jpg']",$299.00 ,['content creation'],"HP Stream 14"" HD Lightweight Laptop, Intel Celeron N4120, 16GB RAM, 224GB Storage(64GB eMMC + 160GB Docking Station), Intel UHD Graphics, HD Webcam, 1 Year Office 365, WiFi, Bluetooth, Win 11s, White",https://www.amazon.com/HP-Stream-Lightweight-Graphics-Bluetooth/dp/B0D3GTPJJV/ref=sr_1_21,16 GB DDR4,HP Stream,DDR4 SDRAM,HP Stream,"4.2  4.2 out of 5 stars    
    1,382 ratings   


 4.2 out of 5 stars","#11,119 in Computers & Accessories (See Top 100 in Computers & Accessories)  #1,472 in Traditional Laptop Computers",802.11a/g/n/ac,Intel UHD Graphics,64 GB Emmc,12.76 x 8.86 x 0.71 inches,3.24 pounds,4,Windows 11 S,1.1 GHz celeron_n,Intel,White,Solid State,1366 x 768 Pixels,1366 x 768 pixels,,14 Inches,HP,Intel,12.76 x 8.86 x 0.71 inches,,
"['https://m.media-amazon.com/images/I/81UgMATXWBL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/81UgMATXWBL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/81UgMATXWBL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/81UgMATXWBL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/81UgMATXWBL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/81UgMATXWBL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/81UgMATXWBL._AC_SX466_.jpg']",$590.00 ,['gaming'],HP Victus 15 Gaming Laptop 15.6” FHD IPS Anti-Glare 144Hz Intel 8-core i5-12450H (Beat i7-11800H) 16GB RAM 512GB SSD GeForce RTX 3050 Backlit B&O Fast Charging Win11 Blue w/ICP Accessory,https://www.amazon.com/HP-Victus-15-Anti-Glare-i5-12450H/dp/B0DMZZQ7QM/ref=sr_1_29,DDR4,HP Victus 15,DDR4 SDRAM,HP Victus 15,"4.4  4.4 out of 5 stars    
    67 ratings   


 4.4 out of 5 stars","#3,562 in Computers & Accessories (See Top 100 in Computers & Accessories)  #484 in Traditional Laptop Computers",Bluetooth,NVIDIA GeForce RTX 3050,512 GB SSD,10.04 x 14.09 x 0.93 inches,5.06 pounds,8,Windows 11,3.3 GHz core_i5,NVIDIA,Blue,Solid State,1920x1080,1920 x 1080 pixels,2,15.6 Inches,HP,Intel,10.04 x 14.09 x 0.93 inches,,
"['https://m.media-amazon.com/images/I/71juF7A+MsL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/71juF7A+MsL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/71juF7A+MsL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/71juF7A+MsL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/71juF7A+MsL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/71juF7A+MsL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/71juF7A+MsL._AC_SY450_.jpg']",$571.00 ,['gaming'],"HP Victus 15 Gaming Laptop, 15.6"" FHD 144Hz Display, AMD Ryzen 5 7535HS, 16GB DDR5 RAM, 512GB PCIe M.2 SSD, NVIDIA GeForce RTX 2050, HDMI, Webcam, Backlit Keyboard, Wi-Fi 6, Windows 11 Home, Silver",https://www.amazon.com/HP-Display-GeForce-Backlit-Keyboard/dp/B0CFSBT85B/ref=sr_1_18,16 GB DDR4,TPN-Q279_598U1AV,DDR5 RAM,TPN-Q279_598U1AV,"4.2  4.2 out of 5 stars    
    1,135 ratings   


 4.2 out of 5 stars",#862 in Computers & Accessories (See Top 100 in Computers & Accessories)  #106 in Traditional Laptop Computers,802.11ax,NVIDIA GeForce RTX 2050,512 GB SSD,14.09 x 10.04 x 0.93 inches,5.1 pounds,6,Windows 11 Home,3.3 GHz ryzen_5,NVIDIA,Silver,PCIE x 4,1920 x 1080 Pixels,1920 x 1080 pixels,3,15.6 Inches,HP,AMD,14.09 x 10.04 x 0.93 inches,,
"['https://m.media-amazon.com/images/I/71DHV9GZSOL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/71DHV9GZSOL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/71DHV9GZSOL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/71DHV9GZSOL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/71DHV9GZSOL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/71DHV9GZSOL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/71DHV9GZSOL._AC_SY450_.jpg']",$640.99 ,['gaming'],"HP Victus 15.6 i5 Gaming Laptop, 15.6"" FHD 1920*1080 144Hz, Intel Core i5-12450H, NVIDIA GeForce RTX 3050, 32GB RAM, 1TB SSD, Backlit KB, Touchpad, SD Card Reader, Webcam, HDMI, Wi-Fi 6, W11 H, Blue",https://www.amazon.com/HP-i5-12450H-GeForce-Backlit-Touchpad/dp/B0D845LL5R/ref=sr_1_4,32 GB DDR4,TPN-Q278_599J4AV,DDR4 SDRAM,TPN-Q278_599J4AV,"4.3  4.3 out of 5 stars    
    263 ratings   


 4.3 out of 5 stars",#463 in Computers & Accessories (See Top 100 in Computers & Accessories)  #57 in Traditional Laptop Computers,802.11ax,NVIDIA GeForce RTX 3050,1 TB SSD,14.09 x 10.04 x 0.93 inches,5.06 pounds,8,Windows 11 Home,4.4 GHz core_i5_family,NVIDIA,Blue,PCIE x 4,1920 x 1080 Pixels,1920 x 1080 pixels,3,15.6 Inches,HP,Intel,14.09 x 10.04 x 0.93 inches,,
"['https://m.media-amazon.com/images/I/81obPsMhewL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/81obPsMhewL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/81obPsMhewL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/81obPsMhewL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/81obPsMhewL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/81obPsMhewL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/81obPsMhewL._AC_SX679_.jpg']",$688.00 ,['gaming'],HP Victus 15.6 inch FHD 144Hz Gaming Laptop Intel Core i5-13420H NVIDIA GeForce RTX 4050 6GB - 16GB DDR4 512GB SSD Mica Silver (2024),https://www.amazon.com/HP-Victus-Gaming-i5-13420H-GeForce/dp/B0DN5RWNNC/ref=sr_1_22,16 GB DDR4,15-fa1082wm,DDR4 SDRAM,15-fa1082wm,"4.5  4.5 out of 5 stars    
    75 ratings   


 4.5 out of 5 stars","#1,129 in Computers & Accessories (See Top 100 in Computers & Accessories)  #134 in Traditional Laptop Computers","Bluetooth, 802.11ax",,512 GB SSD,11.6 x 9.4 x 0.83 inches,5.13 pounds,8,Windows 11 Home,1.9 GHz core_i5,NVIDIA,Silver,,1920x1080,1920 x 1080 pixels,3,15.6 Inches,HP,Intel,11.6 x 9.4 x 0.83 inches,,
"['https://m.media-amazon.com/images/I/51WsaK-BlbL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/51WsaK-BlbL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/51WsaK-BlbL._AC_SX355_.jpg', 'https://m.media-amazon.com/images/I/51WsaK-BlbL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/51WsaK-BlbL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/51WsaK-BlbL._AC_SX450_.jpg', 'https://m.media-amazon.com/images/I/51WsaK-BlbL._AC_SX679_.jpg']",$554.00 ,['content creation'],"HP Victus 15.6"" 144Hz FHD Gaming Laptop,AMD Ryzen 5 7535HS,16GB DDR5 RAM,512GB SSD,AMD Radeon RX 6550M,Beats RTX 2050,Backlit Keyboard,Windows11 Pro, Mica Silver",https://www.amazon.com/HP-Computer-Backlit-Keyboard-Windows11/dp/B0DDW3GQ1C/ref=sr_1_15,DDR6,Victus by HP 15.6 inch Gaming Laptop PC 15-fa1029n,DDR5 RAM,9Z0K6UA#ABA,"4.5  4.5 out of 5 stars    
    67 ratings   


 4.5 out of 5 stars","#4,807 in Computers & Accessories (See Top 100 in Computers & Accessories)  #637 in Traditional Laptop Computers","802.11a/b/g/n/ac, Bluetooth",AMD Radeon RX 6550M,512 GB SSD,14.09 x 0.93 x 10.04 inches,5.05 pounds,8,Windows 11 Home,4.4 GHz amd_r_series,Intel,Mica Silver,eSATA,1920x1080 Pixels,1920 x 1080 pixels,1,15.6 Inches,HP,AMD,14.09 x 0.93 x 10.04 inches,,
"['https://m.media-amazon.com/images/I/61rk5r27T0L._AC_SX450_.jpg', 'https://m.media-amazon.com/images/I/61rk5r27T0L._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/61rk5r27T0L._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/61rk5r27T0L._AC_SX355_.jpg', 'https://m.media-amazon.com/images/I/61rk5r27T0L._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/61rk5r27T0L._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/61rk5r27T0L._AC_SX425_.jpg']",$389.25 ,['business'],"Lenovo 2022 Chromebook Flex 3, 2-in-1 11.6"" HD Touchscreen for Business and Student Laptop, MediaTek MT8173C CPU, 4GB LPDDR3, 32GB eMMC, PowerVR Graphics, Webcam, Chrome OS, Grey, 128GB USB Card",https://www.amazon.com/Lenovo-Chromebook-Touchscreen-Business-MediaTek/dp/B08LYYRJ1Q/ref=sr_1_39,4 GB,LENOVO,DDR3 SDRAM,Lenovo,"4.2  4.2 out of 5 stars    
    242 ratings   


 4.2 out of 5 stars","68,650 in Electronics (See Top 100 in Electronics)  37 in 2-in-1 Laptops",802.11ac,PowerVR GX6250,,,,,,,,,Solid State,,,1,11.6 Inches,Lenovo,MediaTek,27.69 x 22.86 x 1.78 cm; 1.2 kg,,
"['https://m.media-amazon.com/images/I/61Lu7ygctHL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/61Lu7ygctHL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/61Lu7ygctHL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/61Lu7ygctHL._AC_SX450_.jpg', 'https://m.media-amazon.com/images/I/61Lu7ygctHL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/61Lu7ygctHL._AC_SX355_.jpg', 'https://m.media-amazon.com/images/I/61Lu7ygctHL._AC_SX522_.jpg']",$249.00 ,['business'],"Lenovo 2022 Chromebook Flex 3, 2-in-1 11.6"" HD Touchscreen for Business and Student Laptop, MediaTek MT8173C CPU, 4GB LPDDR3, 32GB eMMC, PowerVR Graphics, Webcam, Chrome OS, Grey, 32GB USB Card",https://www.amazon.com/Lenovo-Chromebook-Touchscreen-Business-MediaTek/dp/B0C4Z84YLH/ref=sr_1_23,4 GB LPDDR3,Lenovo,DDR3 SDRAM,Lenovo,"4.5  4.5 out of 5 stars    
    320 ratings   


 4.5 out of 5 stars","#35,090 in Computers & Accessories (See Top 100 in Computers & Accessories)  #481 in 2 in 1 Laptop Computers",802.11ac,PowerVR GX6250,32 GB SSD,10.9 x 9 x 0.7 inches,2.6 pounds,4,Chrome OS,2.1 GHz mediatek_mt8183,Intel,Gray | Chrome OS,Solid State,1366 x 768 Pixels,1366 x 768 pixels,2,11.6 Inches,Lenovo,MediaTek,10.9 x 9 x 0.7 inches,,
"['https://m.media-amazon.com/images/I/71gJgUYzwNL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/71gJgUYzwNL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/71gJgUYzwNL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/71gJgUYzwNL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/71gJgUYzwNL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/71gJgUYzwNL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/71gJgUYzwNL._AC_SX569_.jpg']",Price not found,['content creation'],"Lenovo 2024 Legion Pro 7i Gen 9 Gaming Laptop, 16"" WQXGA 240Hz, 14th Gen Intel i9-14900HX, GeForce RTX 4080 12GB, 64GB DDR5 RAM, 2TB SSD, Per-Key RGB, Microsoft Office Lifetime License,Windows 11 Pro",https://www.amazon.com/Lenovo-Legion-Pro-7i-Gen/dp/B0D73ZT7V8/ref=sr_1_42,16 DDR5,"Lenovo Legion Pro 7i Gen 9 16"" Gaming Laptop",DDR5 RAM,Lenovo Legion Pro 7i Gen 9,,,802.11ax,NVIDIA GeForce RTX 4080,2 TB SSD,14.31 x 10.32 x 1.02 inches,2.95 pounds,24,Windows 11 Pro,5.8 GHz core_i9,NVIDIA,Eclipse Black,Solid State,2560 x 1600 Pixels,,5,16 Inches,Lenovo,Intel,14.31 x 10.32 x 1.02 inches,,
"['https://m.media-amazon.com/images/I/61KN2LqCkcL._AC_SX450_.jpg', 'https://m.media-amazon.com/images/I/61KN2LqCkcL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/61KN2LqCkcL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/61KN2LqCkcL._AC_SX355_.jpg', 'https://m.media-amazon.com/images/I/61KN2LqCkcL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/61KN2LqCkcL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/61KN2LqCkcL._AC_SX522_.jpg']",$374.84 ,['business'],"Lenovo Chromebook 14"" Touchscreen Slim Laptop Business Student, 8-Core MediaTek Kompanio 520, 4GB RAM, 128GB Storage (64GB eMMC+64GB Card), WiFi 6, Long Battery, Chrome OS+MarxsolAccessory",https://www.amazon.com/Lenovo-Chromebook-Touchscreen-Slim-MarxsolAccessory/dp/B0DCLJ9V2B/ref=sr_1_6,4 GB,Newest Lenovo Slim 3 Chromebook,DDR4 SDRAM,Newest Lenovo Slim 3 Chromebook,"4.3  4.3 out of 5 stars    
    53 ratings   


 4.3 out of 5 stars","7,061 in Electronics (See Top 100 in Electronics)  28 in Traditional Laptops",802.11ax,Integrated ARM Mali-G52 2EE MC2 GPU,,,,,,,,,Solid State,,,2,14 Inches,Lenovo,MediaTek,32.59 x 22.17 x 1.85 cm; 1.3 kg,,
"['https://m.media-amazon.com/images/I/81Ypt3dtpEL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/81Ypt3dtpEL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/81Ypt3dtpEL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/81Ypt3dtpEL._AC_SX355_.jpg', 'https://m.media-amazon.com/images/I/81Ypt3dtpEL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/81Ypt3dtpEL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/81Ypt3dtpEL._AC_SX450_.jpg']",$299.00 ,['business'],"Lenovo Chromebook Flex 3i Spin 2-in-1 Laptop Business (2024),12.2"" WUXGA Touchscreen, Quad Core Intel N100, 4GB RAM, 128GB (64GB eMMC+64GB Card) Webcam WiFi, 12+ Hrs Battery,Chrome OS+MarxsolAccessory",https://www.amazon.com/Lenovo-Chromebook-Flex-Touchscreen-MarxsolAccessory/dp/B0CW7WDR4Y/ref=sr_1_35,4 GB DDR,2024,DDR SDRAM,2024 Lenovo IdeaPad Flex 3i Chromebook,"3.5  3.5 out of 5 stars    
    4 ratings   


 3.5 out of 5 stars",,Bluetooth,,128 GB,11.18 x 8.27 x 0.72 inches,2.86 pounds,4,Chrome OS,,Intel,Black,,1920x1200,1920 x 1080 pixels,,12.2 Inches,Lenovo,Intel,11.18 x 8.27 x 0.72 inches,,
"['https://m.media-amazon.com/images/I/611Ssm92xIL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/611Ssm92xIL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/611Ssm92xIL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/611Ssm92xIL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/611Ssm92xIL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/611Ssm92xIL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/611Ssm92xIL._AC_SY450_.jpg']",$394.38 ,['business'],"Lenovo Chromebook S330 Laptop, 14-Inch FHD (1920 x 1080) Display, MediaTek MT8173C Processor, 4GB LPDDR3, 64GB eMMC, Chrome OS, 81JW0000US, Business Black",https://www.amazon.com/Lenovo-Chromebook-MediaTek-Processor-81JW0000US/dp/B07GLV1VC7/ref=sr_1_48,4 GB,Ideapad S330,DDR3 SDRAM,81JW0000US,"4.2  4.2 out of 5 stars    
    3,502 ratings   


 4.2 out of 5 stars",,802.11ac,,,,,,,,,,Solid State,,,,14 Inches,Lenovo,MediaTek,23.11 x 32.51 x 2.03 cm; 1.5 kg,,
"['https://m.media-amazon.com/images/I/71lg-xtXpkL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/71lg-xtXpkL._AC_SX355_.jpg', 'https://m.media-amazon.com/images/I/71lg-xtXpkL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/71lg-xtXpkL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/71lg-xtXpkL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/71lg-xtXpkL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/71lg-xtXpkL._AC_SX450_.jpg']",$449.99 ,['content creation'],"Lenovo IdeaPad 3 14"" Laptop, 14.0"" FHD 1920 x 1080 Display, AMD Ryzen 5 3500U Processor, 8GB DDR4 RAM, 256GB SSD, AMD Radeon Vega 8 Graphics, Narrow Bezel, Windows 10, 81W0003QUS, Abyss Blue",https://www.amazon.com/Lenovo-IdeaPad-Processor-Graphics-81W0003QUS/dp/B0862269YP/ref=sr_1_30,,,,,,,,,,,,,,,,,,,,,,,,,,
"['https://m.media-amazon.com/images/I/71arQOG5qPL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/71arQOG5qPL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/71arQOG5qPL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/71arQOG5qPL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/71arQOG5qPL._AC_SX450_.jpg', 'https://m.media-amazon.com/images/I/71arQOG5qPL._AC_SX355_.jpg', 'https://m.media-amazon.com/images/I/71arQOG5qPL._AC_SX466_.jpg']",$340.00 ,['content creation'],"Lenovo IdeaPad 3 15 Laptop, 15.6"" HD Display, AMD Ryzen 3 3250U, 4GB RAM, 128GB Storage, AMD Radeon Vega 3 Graphics, Windows 10 in S Mode",https://www.amazon.com/Lenovo-IdeaPad-Display-Storage-Graphics/dp/B0872K4XCJ/ref=sr_1_47,4 GB DDR4,"IdeaPad 3 15""",DDR4 SDRAM,81W10094US,"4.5  4.5 out of 5 stars    
    1,677 ratings   


 4.5 out of 5 stars","#41,524 in Computers & Accessories (See Top 100 in Computers & Accessories)  #6,933 in Traditional Laptop Computers","Bluetooth, 802.11ac",AMD Radeon Vega 3,256 GB SSD,14.26 x 9.98 x 0.78 inches,4.84 pounds,1,Windows 10 S,2.6 GHz ryzen_3_3250u,AMD,Business Black,Solid State,1366 x 768 Pixels,1366 x 768 pixels,2,15.6 Inches,Lenovo,AMD,14.26 x 9.98 x 0.78 inches,,
"['https://m.media-amazon.com/images/I/61Di9mBfUiL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/61Di9mBfUiL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/61Di9mBfUiL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/61Di9mBfUiL._AC_SX355_.jpg', 'https://m.media-amazon.com/images/I/61Di9mBfUiL._AC_SX450_.jpg', 'https://m.media-amazon.com/images/I/61Di9mBfUiL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/61Di9mBfUiL._AC_SX466_.jpg']",$625.00 ,['content creation'],"Lenovo IdeaPad Flex 5 2-in-1 Laptop, 14"" Full HD IPS Touch Screen, AMD Ryzen 7 4700U, Webcam, Backlit Keyboard, Fingerprint Reader, USB-C, HDMI, Windows 10 Home, 16GB RAM, 512GB PCIe SSD",https://www.amazon.com/Lenovo-IdeaPad-Flex-Keyboard-Fingerprint/dp/B08SMFZSLQ/ref=sr_1_34,16 GB DDR4,IdeaPad Flex 5,DDR4 SDRAM,IdeaPad Flex 5,"4.2  4.2 out of 5 stars    
    350 ratings   


 4.2 out of 5 stars","#21,194 in Computers & Accessories (See Top 100 in Computers & Accessories)  #3,086 in Traditional Laptop Computers",Bluetooth,Integrated AMD Radeon Graphics,512 GB SSD,8.56 x 12.65 x 0.82 inches,3.3 pounds,8,Windows 10 Home,4.1 GHz ryzen_7_4700u,Intel,Graphite Grey,Solid State,1920x1080 Pixels,1920 x 1080 pixels,3,14 Inches,Lenovo,AMD,8.56 x 12.65 x 0.82 inches,,
"['https://m.media-amazon.com/images/I/71dUV0BKWkL._AC_SX450_.jpg', 'https://m.media-amazon.com/images/I/71dUV0BKWkL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/71dUV0BKWkL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/71dUV0BKWkL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/71dUV0BKWkL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/71dUV0BKWkL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/71dUV0BKWkL._AC_SX355_.jpg']",$199.99 ,['business'],"Lenovo Ideapad 1 14"" HD Laptop for College Student & Business, Intel Celeron Processor N4020, 4GB RAM, 320GB(64GB SSD+256GB Card), Bluetooth, USB-C, Fast Charge, Webcam, Windows 11, LIONEYE Bundle",https://www.amazon.com/Lenovo-Ideapad-Business-Processor-Bluetooth/dp/B0CNVD8YFH/ref=sr_1_14,4 GB DDR4,Ideapad,DDR4 SDRAM,82V60022US,"4.3  4.3 out of 5 stars    
    19 ratings   


 4.3 out of 5 stars","#63,927 in Computers & Accessories (See Top 100 in Computers & Accessories)  #11,609 in Traditional Laptop Computers",Bluetooth,Intel,64 GB SSD,12.81 x 8.52 x 0.7 inches,3.08 pounds,2,Windows 11,1.1 GHz celeron,Intel,N4020,Solid State,1366 x 768 Pixels,1366 x 768 pixels,,14 Inches,Lenovo,Intel,12.81 x 8.52 x 0.7 inches,,
"['https://m.media-amazon.com/images/I/61zT-c1dpNL._AC_SX450_.jpg', 'https://m.media-amazon.com/images/I/61zT-c1dpNL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/61zT-c1dpNL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/61zT-c1dpNL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/61zT-c1dpNL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/61zT-c1dpNL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/61zT-c1dpNL._AC_SX355_.jpg']",$415.00 ,['business'],"Lenovo Ideapad 1i Laptop for Business & Student,15.6"" FHD Touchscreen, Intel Core i3-1215U, Windows 11 Pro, with Lifetime Office 2021,Webcam,WiFi 6,Type C,Cloud Gray (16GB RAM I 1TB SSD)…",https://www.amazon.com/Lenovo-Business-Touchscreen-i3-1215U-Lifetime/dp/B0D8G97XPR/ref=sr_1_46,4 16GB DDR4,82QD00DHXX,DDR4 SDRAM,82QD00DHXX,"4.4  4.4 out of 5 stars    
    4 ratings   


 4.4 out of 5 stars","#14,822 in Computers & Accessories (See Top 100 in Computers & Accessories)  #2,038 in Traditional Laptop Computers",802.11ax,i3-1215U,1 TB SSD,14.17 x 9.29 x 0.7 inches,4 pounds,6,Windows 11 Pro 64Bit,4.4 GHz core_i3_1215u,Intel,Cloud Gray,Solid State,1920x1080,1920 x 1080 pixels,2,15.6 Inches,Lenovo,Intel,14.17 x 9.29 x 0.7 inches,,
